1,1476,1505,1789
1,1478,1500,1788
1,1476,1503,1788
1,1479,1504,1785
1,1481,1501,1787
1,1478,1503,1792
1,1480,1504,1786
1,1479,1502,1789
1,1477,1497,1786
1,1479,1511,1785
1,1480,1504,1792
1,1480,1500,1790
1,1482,1501,1788
1,1477,1502,1782
1,1484,1502,1786
1,1481,1502,1785
1,1480,1496,1787
1,1478,1511,1783
1,1478,1499,1789
1,1483,1498,1786
1,1478,1501,1785
1,1481,1498,1789
1,1487,1502,1792
1,1476,1500,1789
1,1483,1504,1790
1,1484,1496,1786
1,1479,1502,1792
1,1479,1506,1791
1,1480,1502,1794
1,1480,1504,1785
1,1484,1504,1785
1,1480,1501,1785
1,1477,1508,1790
1,1477,1502,1788
1,1479,1500,1791
1,1475,1502,1789
1,1481,1501,1787
1,1480,1510,1789
1,1473,1502,1794
1,1478,1495,1785
1,1477,1502,1789
1,1477,1498,1789
1,1477,1502,1791
1,1480,1502,1793
1,1474,1502,1790
1,1483,1495,1786
1,1483,1499,1789
1,1480,1502,1785
1,1490,1503,1786
1,1483,1502,1790
1,1477,1504,1787
1,1483,1500,1789
1,1483,1496,1792
1,1478,1503,1785
1,1479,1496,1791
1,1474,1505,1792
2,1460,1494,1198
2,1458,1495,1205
2,1454,1494,1194
2,1457,1495,1197
2,1463,1494,1202
2,1456,1495,1199
2,1450,1491,1199
2,1456,1495,1200
2,1459,1492,1197
2,1453,1494,1205
2,1458,1493,1197
2,1457,1489,1201
2,1462,1494,1196
2,1456,1493,1199
2,1458,1490,1198
2,1458,1489,1206
2,1455,1497,1197
2,1449,1500,1198
2,1456,1499,1197
2,1454,1492,1198
2,1462,1497,1190
2,1459,1493,1200
2,1447,1493,1202
2,1462,1496,1200
2,1462,1494,1202
2,1460,1495,1196
2,1458,1498,1198
2,1456,1488,1200
2,1456,1495,1201
2,1456,1492,1201
2,1461,1496,1202
2,1457,1497,1202
2,1455,1492,1199
2,1459,1492,1197
2,1458,1490,1199
2,1460,1496,1194
2,1451,1497,1190
2,1447,1493,1198
2,1460,1491,1199
2,1458,1496,1199
2,1460,1489,1199
2,1454,1489,1196
2,1458,1489,1197
2,1460,1490,1199
2,1456,1493,1194
2,1454,1492,1198
2,1462,1490,1197
2,1464,1496,1201
2,1455,1496,1197
2,1458,1508,1198
2,1451,1490,1200
2,1457,1497,1204
2,1456,1492,1200
2,1460,1493,1196
2,1458,1495,1197
2,1455,1490,1199
3,1778,1471,1497
3,1778,1477,1489
3,1770,1483,1499
3,1777,1470,1486
3,1778,1474,1493
3,1782,1472,1496
3,1773,1476,1496
3,1777,1467,1495
3,1775,1471,1497
3,1779,1478,1491
3,1777,1476,1496
3,1778,1474,1494
3,1775,1474,1494
3,1778,1475,1489
3,1778,1476,1488
3,1775,1471,1494
3,1781,1474,1489
3,1781,1479,1495
3,1775,1472,1496
3,1775,1476,1491
3,1776,1478,1497
3,1778,1476,1489
3,1776,1474,1489
3,1778,1476,1493
3,1775,1476,1494
3,1778,1473,1490
3,1776,1473,1493
3,1778,1461,1487
3,1774,1473,1489
3,1779,1468,1493
3,1777,1474,1490
3,1778,1473,1487
3,1774,1473,1491
3,1770,1468,1492
3,1777,1470,1499
3,1778,1471,1492
3,1776,1468,1486
3,1777,1473,1492
3,1779,1473,1496
3,1776,1473,1489
3,1776,1474,1487
3,1779,1473,1495
3,1777,1469,1495
3,1778,1473,1495
3,1774,1468,1494
3,1773,1465,1491
3,1776,1475,1490
3,1778,1472,1498
3,1778,1473,1491
3,1770,1477,1492
3,1775,1474,1492
3,1779,1472,1495
3,1778,1473,1489
3,1777,1480,1497
3,1778,1474,1492
3,1782,1477,1486
4,1483,1769,1469
4,1485,1763,1469
4,1490,1775,1467
4,1488,1769,1471
4,1484,1772,1466
4,1483,1770,1465
4,1482,1768,1468
4,1489,1761,1471
4,1486,1776,1467
4,1490,1767,1473
4,1488,1780,1466
4,1490,1771,1464
4,1488,1767,1465
4,1486,1771,1470
4,1483,1767,1471
4,1483,1769,1465
4,1487,1770,1470
4,1487,1770,1469
4,1485,1770,1467
4,1482,1767,1473
4,1485,1772,1466
4,1490,1774,1468
4,1490,1768,1469
4,1482,1771,1467
4,1484,1767,1471
4,1484,1764,1465
4,1490,1768,1466
4,1489,1770,1466
4,1481,1772,1464
4,1484,1768,1466
4,1484,1770,1463
4,1482,1767,1465
4,1490,1772,1469
4,1484,1766,1466
4,1487,1770,1465
4,1487,1768,1473
4,1490,1770,1473
4,1487,1778,1469
4,1490,1767,1467
4,1490,1767,1466
4,1485,1772,1466
4,1487,1776,1468
4,1490,1772,1466
4,1480,1776,1466
4,1487,1772,1473
4,1482,1770,1464
4,1487,1769,1487
4,1482,1768,1470
4,1486,1768,1471
4,1487,1766,1471
4,1490,1770,1466
4,1486,1771,1478
4,1489,1774,1469
4,1490,1771,1471
4,1499,1771,1470
5,1478,1183,1491
5,1480,1182,1495
5,1472,1175,1490
5,1479,1177,1497
5,1480,1173,1497
5,1472,1177,1490
5,1472,1180,1492
5,1474,1178,1490
5,1472,1173,1497
5,1476,1174,1492
5,1483,1179,1494
5,1478,1174,1493
5,1473,1172,1491
5,1478,1176,1498
5,1473,1178,1490
5,1480,1180,1497
5,1476,1177,1497
5,1479,1181,1499
5,1474,1177,1498
5,1476,1177,1501
5,1474,1179,1495
5,1475,1175,1491
5,1475,1177,1493
