id,timestamp,groupid,from_mac,to_mac,sensorvalue_a,sensorvalue_b,sensorvalue_c,sensorvalue_d,sensorvalue_e,sensorvalue_f
596,2023-11-16 12:23:28,10,0,0,3.0,1470.0,1518.0,1797.0,0.0,0
597,2023-11-16 12:23:28,10,0,0,3.0,1474.0,1513.0,1785.0,0.0,0
598,2023-11-16 12:23:28,10,0,0,3.0,1476.0,1520.0,1791.0,0.0,0
599,2023-11-16 12:23:28,10,0,0,3.0,1472.0,1514.0,1786.0,0.0,0
600,2023-11-16 12:23:28,10,0,0,3.0,1480.0,1513.0,1790.0,0.0,0
601,2023-11-16 12:23:28,10,0,0,3.0,1477.0,1513.0,1785.0,0.0,0
602,2023-11-16 12:23:28,10,0,0,3.0,1473.0,1514.0,1793.0,0.0,0
603,2023-11-16 12:23:28,10,0,0,3.0,1468.0,1515.0,1789.0,0.0,0
604,2023-11-16 12:23:28,10,0,0,3.0,1478.0,1515.0,1792.0,0.0,0
605,2023-11-16 12:23:28,10,0,0,3.0,1480.0,1509.0,1793.0,0.0,0
606,2023-11-16 12:23:28,10,0,0,3.0,1473.0,1514.0,1791.0,0.0,0
607,2023-11-16 12:23:28,10,0,0,3.0,1476.0,1515.0,1785.0,0.0,0
608,2023-11-16 12:23:28,10,0,0,3.0,1476.0,1520.0,1789.0,0.0,0
609,2023-11-16 12:23:28,10,0,0,3.0,1478.0,1506.0,1785.0,0.0,0
610,2023-11-16 12:23:28,10,0,0,3.0,1477.0,1513.0,1792.0,0.0,0
611,2023-11-16 12:23:28,10,0,0,3.0,1480.0,1516.0,1801.0,0.0,0
612,2023-11-16 12:23:28,10,0,0,3.0,1477.0,1515.0,1792.0,0.0,0
613,2023-11-16 12:23:28,10,0,0,3.0,1480.0,1520.0,1796.0,0.0,0
614,2023-11-16 12:23:28,10,0,0,3.0,1476.0,1517.0,1790.0,0.0,0
615,2023-11-16 12:23:28,10,0,0,4.0,1473.0,1518.0,1789.0,0.0,0
616,2023-11-16 12:23:28,10,0,0,4.0,1481.0,1515.0,1785.0,0.0,0
617,2023-11-16 12:23:28,10,0,0,4.0,1508.0,1512.0,1802.0,0.0,0
618,2023-11-16 12:23:28,10,0,0,4.0,1470.0,1522.0,1795.0,0.0,0
619,2023-11-16 12:23:28,10,0,0,4.0,1475.0,1516.0,1790.0,0.0,0
620,2023-11-16 12:23:28,10,0,0,4.0,1463.0,1513.0,1792.0,0.0,0
621,2023-11-16 12:23:29,10,0,0,4.0,1476.0,1518.0,1788.0,0.0,0
622,2023-11-16 12:23:29,10,0,0,4.0,1475.0,1516.0,1791.0,0.0,0
623,2023-11-16 12:23:29,10,0,0,4.0,1475.0,1516.0,1790.0,0.0,0
624,2023-11-16 12:23:29,10,0,0,4.0,1475.0,1515.0,1786.0,0.0,0
625,2023-11-16 12:23:29,10,0,0,4.0,1477.0,1518.0,1786.0,0.0,0
626,2023-11-16 12:23:29,10,0,0,4.0,1473.0,1518.0,1789.0,0.0,0
627,2023-11-16 12:23:29,10,0,0,4.0,1480.0,1510.0,1785.0,0.0,0
628,2023-11-16 12:23:29,10,0,0,4.0,1474.0,1516.0,1785.0,0.0,0
629,2023-11-16 12:23:29,10,0,0,4.0,1473.0,1510.0,1787.0,0.0,0
